id,frame_num,area,min_row_bb,min_col_bb,max_row_bb,max_col_bb,centroid_row,centroid_col,major_axis_length,minor_axis_length,max_intensity,mean_intensity,min_intensity
18,85,2530,639,571,691,648,664,608,82.50207145150873,40.385034626105174,203.0,105.30790513833992,81.0
21,85,704,626,0,661,27,645,11,36.61783578678435,26.13865105640102,225.0,123.52698863636364,87.0
25,85,2313,513,339,575,390,546,364,60.94302971767646,49.036848006425046,161.0,110.50108084738434,82.0
26,85,2505,457,274,512,335,483,304,61.59789126979528,52.183679891936094,362.0,124.88303393213573,84.0
28,85,1124,0,518,27,580,10,550,57.10382447764179,28.023437840991523,151.0,98.55427046263345,84.0
29,85,1963,141,589,198,637,168,610,55.96058145968036,45.13792129542129,135.0,101.02088639836984,86.0
30,85,1724,62,640,112,689,87,663,52.201009274299665,42.39995352501815,132.0,104.84570765661253,83.0
31,85,1523,639,374,685,418,662,395,48.199001942896395,40.39640666902045,148.0,108.46158896913985,86.0
32,85,2102,658,304,709,360,682,332,54.78172601751081,49.024507454836076,143.0,103.85965746907706,85.0
33,85,1436,563,402,617,437,589,420,53.541755731022626,34.41458098722171,148.0,102.62534818941504,84.0
34,85,1339,596,439,637,483,616,461,45.182004171084834,37.83925405565691,136.0,103.38984316654219,84.0
35,85,1584,231,304,274,353,252,328,48.4319850960341,41.79869765552188,140.0,104.32133838383838,84.0
36,85,1078,200,320,233,362,216,340,41.819328729708126,33.05222000817847,191.0,110.97402597402598,86.0
38,85,873,581,0,628,26,605,10,44.49571481958335,26.8083518296836,117.0,98.89461626575029,86.0
39,85,1199,293,258,340,295,316,277,45.449888609940906,33.837520946730905,169.0,105.98999165971642,84.0
40,85,1311,246,267,294,303,269,284,51.4988873925458,32.59031632479138,172.0,111.9298245614035,86.0
41,85,1305,691,191,726,241,709,216,50.405203007497086,33.09971523608027,167.0,107.65363984674329,85.0
42,85,1006,732,163,767,201,749,181,37.766117324538534,34.070360879255915,150.0,107.27932405566601,84.0
43,85,1474,647,239,689,286,669,262,50.53059678402996,37.26481281785061,147.0,106.51221166892809,85.0
44,85,756,615,253,642,293,628,272,40.60590947925215,23.901357571996545,156.0,106.51851851851852,88.0
45,85,1068,137,300,179,336,158,317,43.36244947425167,31.614710072995827,132.0,104.6994382022472,87.0
46,85,761,145,347,172,387,158,366,39.148007589858246,24.873689000950677,147.0,109.67936925098554,86.0
47,85,1160,609,530,649,570,630,550,42.873017622586076,34.7685006946192,153.0,106.34137931034483,85.0
48,85,1169,651,515,690,560,670,537,47.597180897456,31.39706220219024,149.0,108.38494439692045,86.0
49,85,1379,90,337,139,378,114,357,51.425820196275446,34.35929209227092,147.0,106.45685279187818,84.0
50,85,790,58,368,94,397,76,382,37.95995215425118,26.72231386096418,143.0,103.73164556962026,87.0
